Remote_Dep_Ct,Remote_Dep_Amt,OnlineWallet_Tx,OnlineWallet_Dollars,DigLogins_UniqDays,DigLogins_TotalLogins,DebitCard_Tx,DebitCard_Spend,Alerts_enrolled,engament score
0,0.0,0,0.0,0,0,0,0.0,6,22.394415164647725
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,31,60,333,2435.55,0,15.31938262221771
0,0.0,0,0.0,12,17,3,112.6,12,33.141061776176
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,187,5632.469999999999,0,5.222725054574024
0,0.0,15,1088.0,41,50,1256,56738.149999999994,6,40.86981075831616
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,65,131,661,22213.92,6,34.345343039566295
6,2331.3,106,6569.09,67,124,3870,101530.97,0,43.73551415651592
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,7,838.95,78,104,1588,153690.77,0,22.113837020702462
0,0.0,6,756.25,62,112,493,22196.15,6,40.79347114224738
0,0.0,0,0.0,2,5,98,849.82,5,26.133803861514878
0,0.0,0,0.0,65,108,622,17636.67,0,16.53704152560369
0,0.0,0,0.0,24,25,219,7736.39,0,12.399343240315163
0,0.0,0,0.0,12,15,682,11280.9,0,12.144534175945475
6,1897.43,0,0.0,78,155,773,13988.02,0,26.535315400289768
0,0.0,2,20.0,66,133,592,8376.490000000009,6,39.50932751939767
0,0.0,50,7188.0599999999995,77,134,743,-3400.2599999999998,18,63.75493926874738
0,0.0,4,270.11,0,0,642,8442.24,0,12.36052323105266
0,0.0,0,0.0,17,20,0,0.0,12,33.61345823466406
0,0.0,14,138.08999999999997,43,89,8,-220.26999999999998,0,24.610302041523806
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
1,5394.49,14,2741.38,44,69,1151,45005.53,5,46.525707016765956
1,25.0,0,0.0,3,3,1,125.0,6,30.22273195471231
1,100.0,4,260.0,26,32,607,13566.729999999989,10,44.8367696218759
1,512.0,13,1760.52,32,64,47,1205.49,0,28.23928657473173
0,0.0,0,0.0,13,13,0,0.0,8,30.07764790983483
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,1,1,0,0.0,0,7.28300288962329
0,0.0,0,0.0,9,10,0,0.0,12,32.29448098216104
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,63,3272.6800000000003,99,164,3331,45838.27,6,52.43512469223474
1,10.0,0,0.0,0,0,0,0.0,0,9.127103788985963
0,0.0,34,2320.3,143,379,2548,73510.73,5,50.356086502679915
0,0.0,0,0.0,36,44,132,5228.5599999999995,12,35.74204507768124
0,0.0,11,86.37,72,115,634,14610.58,36,56.37027018715382
0,0.0,0,0.0,101,199,2570,124834.75,6,35.58593492445439
0,0.0,14,310.20000000000005,118,266,1711,36199.63,0,28.848996886349454
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,4,70.4,14,18,48,522.21,6,34.875064394703415
0,0.0,0,0.0,49,84,0,0.0,12,37.056697728353164
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
2,1700.0,3,1451.73,0,0,0,0.0,0,17.462922772356443
1,431.84,102,3958.8500000000004,109,153,1235,15294.03,12,63.19301122271
1,176.85,37,6533.48,22,31,876,53760.22,0,30.186870330162623
3,2758.47,9,10369.119999999999,21,39,0,0.0,12,52.5868347350699
0,0.0,14,232.06,25,28,0,0.0,0,20.4452784240117
0,0.0,0,0.0,30,39,0,0.0,0,12.927755534302543
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
3,46.73,0,0.0,16,20,0,0.0,12,39.85493821541005
2,1215.24,0,0.0,0,0,0,0.0,0,10.633174826400293
0,0.0,0,0.0,15,18,0,0.0,6,28.782372250098497
0,0.0,0,0.0,7,9,0,0.0,0,9.782711374311862
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,9,632.0,0,0,0,0.0,0,12.638817548519816
0,0.0,0,0.0,3,3,0,0.0,0,8.3944780086176
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,66,78,0,0.0,0,15.210575595203709
0,0.0,0,0.0,1,1,0,0.0,0,7.28300288962329
3,1721.39,18,597.4000000000001,10,15,1,15.0,12,48.97483410128049
0,0.0,3,635.0,72,98,716,20689.49,0,22.644494577059053
0,0.0,18,798.4800000000001,0,0,1329,64482.78,42,48.05481561971402
0,0.0,0,0.0,1,7,0,0.0,0,8.404292810324918
2,1651.42,1,200.0,13,21,1262,49603.21,0,21.713123160727854
2,2104.06,42,1320.8600000000001,72,93,2356,91813.36,0,34.495253235859494
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,11,11,34,1185.6,0,10.54391517668956
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,11,15,138,711.58,0,12.084685635478232
0,0.0,26,3896.8700000000003,75,101,75,1156.78,18,54.10258166429515
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,396,28183.230000000003,0,4.271037792436289
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,10,833.93,80,140,675,15236.25,0,26.014087092611828
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
21,4677.79,6,95.36,97,176,0,0.0,12,58.448246214652286
0,0.0,0,0.0,20,22,2,3410.0,24,38.19071352366748
4,2653.58,2052,66650.20000000001,139,980,10395,295272.06,0,78.11437525218886
0,0.0,1,2.0,0,0,0,0.0,0,7.851773760524477
12,15009.810000000001,0,0.0,11,11,0,0.0,0,21.2613321562931
0,0.0,0,0.0,0,0,29,623.2099999999999,0,5.158068428202821
0,0.0,0,0.0,0,0,0,0.0,6,22.394415164647725
0,0.0,0,0.0,13,15,398,50349.350000000006,5,25.988324190342404
3,468.53,13,606.5799999999999,30,38,1835,82038.40000000001,0,28.194007589720666
0,0.0,16,2954.16,42,50,3054,132042.89,12,46.79228830159545
0,0.0,0,0.0,4,4,0,0.0,24,36.73665366138093
66,21699.77,10,1106.19,45,50,84,21700.47,12,61.40095058300765
5,1865.07,39,5687.7,116,215,575,38367.42,6,57.18800274844263
1,75.0,21,588.8899999999999,119,240,3229,38270.22,6,53.42638041314432
0,0.0,0,0.0,13,20,122,1949.8199999999997,5,28.522055756925088
0,0.0,0,0.0,13,16,0,0.0,0,10.886184416480226
0,0.0,0,0.0,4,4,0,0.0,6,26.38391994110607
1,2500.0,8,601.13,78,113,2074,62935.340000000004,0,29.699674001129345
0,0.0,0,0.0,0,0,273,8748.369999999999,0,5.223610089403355
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,16,19,179,7393.11,0,11.454353806252733
0,0.0,0,0.0,4,4,1,-2.08999999999999,0,9.463874762883883
0,0.0,0,0.0,55,74,53,6464.05,0,14.1218230382214
0,0.0,52,2898.0299999999997,38,50,976,50332.100000000006,12,49.58388706860914
11,9745.2,33,1905.37,108,184,2486,53326.76,6,59.61318153495145
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,61,72,357,16322.87,0,15.030344009708656
0,0.0,6,756.25,123,327,2405,64229.880000000005,0,28.18580212741926
0,0.0,0,0.0,6,6,0,0.0,12,31.542273763145825
0,0.0,16,587.0,66,102,1493,23432.0,12,48.8396261248683
0,0.0,0,0.0,63,86,1165,88250.28000000001,6,32.083754427727484
0,0.0,12,1435.0,46,105,337,18832.89,0,24.123564157964342
2,300.0,0,0.0,0,0,0,0.0,0,10.446487487245191
0,0.0,0,0.0,5,5,0,0.0,0,9.067336109590158
0,0.0,0,0.0,17,23,238,100970.68,8,27.56921694441787
0,0.0,10,435.05999999999995,0,0,819,11664.94,0,14.256622304490918
0,0.0,1,5.0,60,66,1956,63328.46,6,36.4361854669608
0,0.0,1,108.08,5,6,1,-31.43,0,14.110023911812966
0,0.0,23,5513.58,8,14,562,-8608.21,0,29.741113664264834
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,27,1350.6299999999999,92,169,997,34259.340000000004,0,28.979251698809687
2,50.0,0,0.0,0,0,0,0.0,0,10.30518071326558
0,0.0,0,0.0,0,0,354,8858.619999999999,0,5.517954606118561
1,2000.0,0,0.0,12,17,0,0.0,0,15.71743544256593
0,0.0,0,0.0,0,0,37,10255.24,0,3.4156043136596637
4,500.0,123,2668.67,72,132,1182,75411.62,6,57.81583777408851
1,0.85,4,100.0,139,491,2179,98157.16,0,31.156858060852606
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,30,5908.12,141,510,2692,117154.37,18,60.02848565272149
15,1616.56,9,314.05,83,170,1063,19679.64,0,37.14497578848278
2,550.0,3,60.0,0,0,657,4184.84,0,17.721213877284782
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,34,49,0,0.0,8,32.825573923028166
0,0.0,0,0.0,120,362,2368,82036.76000000001,1,30.3343446067124
0,0.0,1,10.92,34,79,73,1933.25,0,17.928159943609298
4,3140.8,9,2224.52,11,14,399,25940.32,0,26.623782537019668
0,0.0,0,0.0,29,41,111,1327.44,0,13.898109460503377
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
4,9083.86,51,2395.01,57,97,1701,65143.86000000001,0,37.15805877314073
17,11773.0,0,0.0,68,144,3877,77721.56999999999,0,30.592187736336165
0,0.0,1,15.0,0,0,26,1022.22,0,8.25956534573416
0,0.0,108,10120.07,0,0,710,67251.79000000001,0,22.13807269692602
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,26,1325.32,0,0,0,0.0,0,15.674201069941665
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,58,74,2912,90857.16,0,15.956658890182602
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,36,43,185,11311.82,18,38.513880077253454
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
3,321.65999999999997,20,1265.0,48,60,2253,82237.76,6,49.161830688833675
0,0.0,0,0.0,0,0,851,29931.81,0,5.2975566227985915
0,0.0,0,0.0,0,0,10,2600.0,0,3.936442826356796
0,0.0,2,419.4,48,68,619,43813.53,24,47.18661072040689
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,43,10587.169999999998,0,3.4719973070929306
0,0.0,0,0.0,49,59,1316,74182.83,6,31.617582085060196
0,0.0,19,2425.73,0,0,1299,93573.91,0,14.69123155819576
0,0.0,0,0.0,0,0,0,0.0,12,26.975430824799414
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,146,195,1300,26730.94,12,42.3066318277517
0,0.0,0,0.0,21,24,0,0.0,0,11.857819818581556
9,3901.25,8,1139.5,0,0,1368,54558.43,0,22.861321642174918
0,0.0,0,0.0,0,0,435,21687.85,0,4.755590025453955
1,400.0,15,3966.0,33,51,14,2450.0,36,60.12608428125442
0,0.0,0,0.0,0,0,38,37.62,18,31.46804399265921
0,0.0,1,9.75,0,0,115,2975.36,0,8.557851667228302
0,0.0,0,0.0,0,0,17,10169.74,0,3.026672037200605
0,0.0,16,961.1,23,48,54,587.73,30,53.21065662614802
28,46180.59,27,1881.83,60,75,1601,56575.32,0,41.573061928997305
2,8865.04,34,1081.0,87,139,0,0.0,12,56.862306014958506
0,0.0,41,5503.59,44,51,1452,70873.53,6,45.390049011442784
1,50.0,4,603.02,37,42,21,343.75,24,52.64087346070485
6,440.0,79,8773.960000000001,21,29,1636,64837.99,5,54.14540655257905
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,494,38701.41,0,4.081086429751782
3,642.83,25,3561.31,44,57,16,2599.0,12,53.98659662218164
1,322.77,18,6972.0,0,0,4,33.32,0,21.661629587112287
0,0.0,0,0.0,20,24,0,0.0,30,41.93834414193674
0,0.0,49,2775.98,0,0,201,6775.8099999999995,0,18.722646410197658
0,0.0,0,0.0,53,67,1227,60127.71,18,40.01641949843485
0,0.0,7,1895.1100000000001,43,56,2662,57220.950000000004,12,46.26082028067139
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
2,1235.0,2,557.16,14,16,457,12363.41,6,40.69037428916528
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
8,1215.97,31,3598.08,97,174,1346,50906.86,84,81.97301630672519
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,1,2,0,0.0,0,7.602245850018445
11,5558.8099999999995,64,6353.070000000001,0,0,1065,51255.62,0,30.736456344336347
0,0.0,17,1444.8700000000001,81,165,2183,59449.58,0,28.181461881984763
0,0.0,2,98.95,114,166,2702,89935.86,0,23.271083888763208
48,41694.11,7,2740.0,134,410,-96,-43490.0,12,71.11811976014026
0,0.0,6,330.0,5,5,0,0.0,6,33.42278052523429
3,177.37,26,939.6999999999999,83,122,2517,78700.04999999999,0,34.48420001610264
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,10,1367.8400000000001,12,14,525,24857.68,18,44.83958818157985
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
2,125.0,41,787.77,138,273,1534,47446.03,12,59.872815903139156
2,720.69,48,10094.26,139,379,1556,241935.69,5,55.22819128161366
0,0.0,35,16059.52,59,78,349,17628.88,12,52.44161904192286
0,0.0,0,0.0,95,158,352,15588.000000000002,6,35.02791677042617
0,0.0,0,0.0,12,15,0,0.0,12,32.94642337010899
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,103,2717.2500000000005,118,220,2572,113749.48999999999,0,35.15872285294188
0,0.0,34,1101.97,69,158,746,9535.53,30,60.048161399805146
8,4874.29,1,150.0,27,29,0,0.0,12,47.985818823844966
13,17215.0,6,7450.0,19,28,1553,122613.66,0,31.93907317675503
0,0.0,0,0.0,0,0,4,70.44,0,5.010772549878979
8,29761.320000000003,0,0.0,76,100,0,0.0,14,49.25732518969592
0,0.0,0,0.0,0,0,0,0.0,18,30.188905869009695
0,0.0,0,0.0,8,9,153,1890.46,12,33.13309819171461
1,159.46,8,215.0,47,61,0,0.0,48,61.01515873821122
0,0.0,21,1442.0,85,201,1064,26402.7,0,29.122461452164153
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,56,2826.09,94,134,3917,85628.75,0,32.92492329318617
0,0.0,0,0.0,0,0,0,0.0,6,22.394415164647725
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,51,60,2429,60917.240000000005,0,15.761103905033483
0,0.0,35,3093.3199999999997,80,116,2026,87934.43999999999,6,46.83494890085264
0,0.0,4,5.67,88,194,9,28.73,0,23.08534149773658
0,0.0,0,0.0,7,8,199,12721.75,3,23.397632396031035
5,1347.08,0,0.0,48,80,367,20162.24,0,22.39166039861968
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,191,7923.59,0,4.938473012630446
1,30.0,2,100.0,4,8,35,772.200000000001,0,18.70032852596197
0,0.0,0,0.0,20,25,312,3326.55,6,30.8906978549725
0,0.0,0,0.0,25,27,0,0.0,0,12.211826727777506
0,0.0,28,2274.8199999999997,53,94,264,34473.57,6,43.161060950117076
0,0.0,49,3404.08,135,423,1927,88454.76999999999,12,56.771367875947334
0,0.0,0,0.0,22,32,0,0.0,12,34.47544020440829
0,0.0,0,0.0,1,1,0,0.0,6,24.90764568790573
0,0.0,0,0.0,22,34,0,0.0,12,34.555041451209384
3,5836.5599999999995,5,1468.0,27,35,614,52159.32,6,43.891871161422344
1,15.0,41,814.1899999999999,61,180,678,11747.68,12,56.54084981216296
0,0.0,0,0.0,3,3,0,0.0,0,8.3944780086176
2,75.0,0,0.0,51,80,969,8740.289999999999,0,22.623317972373982
3,229.48,18,3924.56,62,93,2450,93083.37,12,55.766885042214035
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,18,20,0,0.0,12,33.67701408350596
0,0.0,0,0.0,0,0,121,8920.91,0,4.399298122640733
0,0.0,21,1498.4,44,59,644,17056.14,12,47.59007795219911
0,0.0,0,0.0,21,33,1,805.97,10,32.347596585369274
0,0.0,0,0.0,0,0,569,14940.97,0,5.590342571838299
1,246.5,1,16.06,77,146,1126,25179.760000000002,5,42.490771385437014
0,0.0,0,0.0,47,60,0,0.0,0,14.215473802826232
1,43.05,54,1752.08,102,183,2988,64734.11,12,59.611593021787904
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,9,580.16,59,101,881,25974.690000000002,6,41.716295022566435
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,142,1095.6999999999998,0,6.026809002262915
0,0.0,0,0.0,110,275,1582,31256.3,0,20.514039342500084
0,0.0,0,0.0,21,25,0,0.0,14,35.282845086400656
0,0.0,0,0.0,5,7,0,0.0,0,9.31661192016838
1,462.04,67,1636.52,77,188,434,4669.490000000001,0,37.614933019151174
4,1735.07,189,16131.2,67,77,2043,97633.04999999999,0,44.70332816034921
4,505.03999999999996,6,2541.0,47,62,0,0.0,24,57.75430507337822
0,0.0,0,0.0,0,0,0,0.0,12,26.975430824799414
0,0.0,0,0.0,17,29,0,0.0,32,42.64046979289775
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,30,30,0,0.0,0,12.578963943187974
0,0.0,7,3558.7300000000005,56,74,1256,54008.8,0,24.135479569100454
0,0.0,0,0.0,0,0,52,1664.4,0,5.0315579505338945
0,0.0,0,0.0,54,60,0,0.0,0,14.435127941614123
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,18,1831.0900000000001,0,0,1780,69889.51,0,15.495598847344839
0,0.0,0,0.0,0,0,3,255.08,0,4.619802849622495
0,0.0,39,4316.18,89,117,0,0.0,18,55.32283566376428
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
4,4446.32,0,0.0,62,69,78,5295.93,30,52.30832805881822
18,30824.43,2,191.0,67,87,1,10.0,4,48.57306499910384
0,0.0,0,0.0,9,16,0,0.0,9,30.712806679473626
3,225.82000000000002,19,1286.77,7,8,361,31339.69,36,57.425741142010516
1,420.0,0,0.0,119,188,3762,68050.92,24,53.02092487475709
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,13,14,0,0.0,12,32.957106191253665
0,0.0,0,0.0,1,1,0,0.0,6,24.90764568790573
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,1,43.72,10,10,579,91593.36,18,37.171943024292666
9,15178.56,0,0.0,4,4,201,9065.7,0,18.864711448023275
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,3611,142620.80000000002,6,22.966706592313365
8,5026.139999999999,18,3345.13,3,3,0,0.0,6,46.2635682083322
0,0.0,9,1059.81,0,0,0,0.0,0,13.03361058629878
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,139,408,1215,17755.78,30,52.53193870053384
0,0.0,0,0.0,97,171,1530,96458.48999999999,36,49.00417272783068
0,0.0,0,0.0,0,0,66,8507.970000000001,0,3.9728655358862177
0,0.0,9,607.6899999999999,98,516,479,14780.64,0,28.979011915632938
0,0.0,18,1611.17,24,27,2718,64441.270000000004,0,23.878006532711865
0,0.0,1,10.0,9,9,78,2291.2,0,13.65252187469081
1,250.0,0,0.0,0,0,0,0.0,0,9.321682757222884
0,0.0,0,0.0,0,0,0,0.0,6,22.394415164647725
0,0.0,8,1093.2199999999998,19,23,0,0.0,12,41.96489196938942
0,0.0,0,0.0,53,73,1124,105135.15,12,35.643878779937566
0,0.0,0,0.0,9,11,0,0.0,108,56.36387124522488
0,0.0,28,2995.75,120,197,1954,100467.44,18,55.53203748992207
0,0.0,0,0.0,32,33,639,70134.59,0,11.414072954694797
5,6000.0,0,0.0,10,14,0,0.0,6,36.25405021517432
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
2,650.0,68,9130.460000000001,24,38,1325,44965.99,12,57.68749325202356
0,0.0,28,1770.0300000000002,0,0,3440,26016.159999999996,0,19.81736899739147
0,0.0,4,160.0,105,296,2120,37784.93,18,52.09899220824762
0,0.0,0,0.0,16,16,0,0.0,16,35.54320602653111
2,7050.0,33,1619.3400000000001,0,0,1511,49323.47,0,23.572749257961682
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,32,2243.8599999999997,74,118,1913,65888.62,6,46.5541977510028
0,0.0,0,0.0,13,16,0,0.0,12,33.091842874914356
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,95,168,1817,58570.70000000001,0,18.253113554625415
2,2339.99,15,3780.0,66,112,819,22389.25,0,33.393273378441904
1,1000.0,24,6962.37,66,91,445,23790.24,6,50.401203321034146
0,0.0,0,0.0,42,53,206,5564.79,6,32.035780592263755
2,278.99,0,0.0,0,0,0,0.0,0,10.438973504377506
0,0.0,9,638.15,46,69,275,3231.6500000000005,6,41.20343089503228
0,0.0,0,0.0,0,0,298,11534.17,0,5.04071077660052
1,34.47,3,207.23000000000002,143,542,1850,64601.06,0,32.05815659789573
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,5,5,0,0.0,24,37.04471262814746
0,0.0,0,0.0,26,31,0,0.0,12,34.64057787051518
1,2000.0,8,608.94,41,50,113,1211.39,12,49.40712914043357
0,0.0,17,810.65,1,1,1096,13573.599999999999,1,28.383767912888096
3,170.0,0,0.0,0,0,0,0.0,0,11.1683125388794
3,71.98,0,0.0,18,28,0,0.0,15,42.121144006212845
0,0.0,1,25.0,27,30,1865,23843.37,6,35.885558473687475
0,0.0,0,0.0,65,138,1393,26297.340000000004,12,40.08762067841002
0,0.0,0,0.0,0,0,142,1237.6000000000001,0,5.965963883420333
0,0.0,0,0.0,0,0,1020,5004.650000000001,0,7.592141740156848
0,0.0,0,0.0,106,162,755,38790.86,12,39.68725597413833
2,700.0,43,2143.96,148,429,3855,71181.62000000001,6,59.39412718689103
0,0.0,0,0.0,63,136,0,0.0,84,58.67701041462521
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,114,115,0,0.0,18,42.39244003115664
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,9,485.8,29,36,432,12971.73,0,21.068239934926396
0,0.0,0,0.0,0,0,185,3805.6200000000003,0,5.522561892225514
0,0.0,14,795.0,23,29,201,5459.42,12,43.906689145815335
0,0.0,0,0.0,33,44,0,0.0,24,41.20491207379801
0,0.0,0,0.0,37,57,564,8007.3099999999995,0,15.24506038397253
0,0.0,0,0.0,16,18,0,0.0,0,11.226644035918394
0,0.0,0,0.0,67,129,0,0.0,0,16.194833330175967
0,0.0,0,0.0,7,11,170,1949.04,0,11.074165783194912
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,19,20,0,0.0,40,44.70344679203851
0,0.0,0,0.0,0,0,62,2788.0,0,4.832548934248059
0,0.0,0,0.0,104,200,1084,58228.24,0,17.84068539683114
0,0.0,0,0.0,5,8,576,8817.75,2,23.04765204663049
0,0.0,0,0.0,1,4,0,0.0,0,8.00446677585105
0,0.0,3,110.0,123,195,2409,93869.25,4,39.38114408025416
4,170.05,32,1091.27,135,366,734,1638.9899999999998,12,63.72736143886492
2,6000.0,0,0.0,10,14,0,0.0,0,16.713883839412254
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,21,23,434,64317.52,0,10.055700434766456
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
1,200.0,0,0.0,0,0,49,2316.06,0,9.327460703716149
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,4,14,0,0.0,0,9.769792991117951
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,8,9,0,0.0,0,9.894594806701424
3,5225.0,0,0.0,0,0,205,6761.419999999999,0,12.109565866763775
1,2030.84,4,210.0,31,47,540,12453.25,54,61.55987811342933
0,0.0,20,8240.15,49,65,821,16538.010000000002,12,50.34886207109207
0,0.0,2,109.65,34,44,2090,74845.02,0,18.61057239268018
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,47,2625.62,137,418,1534,124611.51000000001,12,55.078028284561114
0,0.0,0,0.0,1,1,0,0.0,0,7.28300288962329
0,0.0,4,1409.95,0,0,3624,221465.43,0,11.321904019368047
0,0.0,59,7349.0,31,49,114,14310.0,6,45.554653040738735
3,564.5799999999999,22,7943.5,54,80,161,-27241.12,0,41.22755268638221
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,41,73,334,35729.490000000005,0,13.266721531689397
0,0.0,21,2617.41,13,14,586,45575.45,6,38.68343307672623
8,1389.8500000000001,9,251.23999999999998,38,44,940,34200.41,6,47.893909268668715
15,11077.359999999999,1,460.1,11,12,0,0.0,0,26.644957254970766
23,4322.37,40,14642.58,67,87,321,34651.71,6,60.32837697871081
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,47,54,0,0.0,0,14.049534346050583
1,1399.0,7,1609.16,33,42,101,3428.8,6,44.024264386305205
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,19,21,1585,101873.22,0,11.025336544264775
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,18,30.188905869009695
5,2364.17,29,1293.55,100,143,1836,108746.87999999999,12,58.051027399094025
0,0.0,0,0.0,0,0,0,0.0,6,22.394415164647725
15,2572.4,79,2868.0499999999997,62,88,0,0.0,6,59.4608451205329
0,0.0,0,0.0,6,6,0,0.0,6,26.961258102994137
4,5243.1,30,2117.0299999999997,48,113,126,10122.24,0,34.247027138567695
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
12,1821.04,29,2587.24,54,63,1937,36765.16,6,56.11202267587784
0,0.0,50,2349.48,37,50,252,21282.99,0,26.399430644702143
0,0.0,47,7535.65,38,48,1844,50309.23,12,51.71306876972537
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,6,7,405,72397.74,0,7.38227534985927
0,0.0,11,900.72,0,0,661,12161.49,0,14.576138371235086
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
5,265.23,97,4787.62,89,126,2763,102002.69,24,69.76413293810285
