Remote_Dep_Ct,Remote_Dep_Amt,OnlineWallet_Tx,OnlineWallet_Dollars,DigLogins_UniqDays,DigLogins_TotalLogins,DebitCard_Tx,DebitCard_Spend,Alerts_enrolled
1,70.77,0,0.0,149,688,408,9243.96,12
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,68,155,1610,21798.58,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,6,6,0,0.0,6
0,0.0,0,0.0,38,61,284,4031.87,6
1,150.0,24,5688.05,121,325,446,28735.709999999995,0
0,0.0,0,0.0,116,210,1421,43554.18,12
0,0.0,0,0.0,7,9,149,14406.31,0
2,126.0,8,2090.34,32,42,1488,80192.53,14
0,0.0,0,0.0,0,0,0,0.0,0
1,300.0,0,0.0,68,101,664,25006.4,6
0,0.0,12,621.0,108,193,1742,6548.51,1
0,0.0,0,0.0,4,4,339,7550.129999999999,6
6,2936.96,89,1500.83,115,413,2681,53165.75,12
0,0.0,0,0.0,88,150,2573,62931.98999999999,5
0,0.0,0,0.0,0,0,0,0.0,0
1,100.0,7,426.68,18,28,17,447.56,12
0,0.0,0,0.0,0,0,30,1606.36,0
0,0.0,26,3269.8400000000006,0,0,0,0.0,0
0,0.0,13,469.13,93,147,6010,188103.74,0
0,0.0,101,8257.5,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
2,177.92,17,2261.5,47,54,1708,26732.350000000002,12
0,0.0,0,0.0,2,2,0,0.0,0
2,3164.0,12,7081.0,30,51,1668,80491.17,0
0,0.0,26,2985.5899999999997,37,59,0,0.0,0
18,25044.529999999995,18,5874.1900000000005,0,0,27,3841.28,0
0,0.0,0,0.0,27,31,1,9213.46,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,24
0,0.0,0,0.0,42,61,0,0.0,12
122,1568885.72,125,16603.75,69,111,1175,78978.39,54
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
2,465.4,1,72.0,24,37,0,0.0,18
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,14,517.0,46,58,1354,53718.939999999995,6
0,0.0,10,3943.29,20,31,156,4083.4700000000003,18
0,0.0,0,0.0,85,137,8718,168942.54,0
14,18470.0,0,0.0,15,20,880,42533.98,0
10,1503.06,8,433.39,110,134,2032,86850.17,0
0,0.0,1,144.85,0,0,0,0.0,0
2,120.0,53,1499.1600000000003,36,49,1008,51969.72,12
0,0.0,55,2350.65,129,242,3827,128460.75,6
0,0.0,4,624.76,0,0,30,-91.78000000000002,0
0,0.0,28,2749.8200000000006,0,0,0,0.0,0
0,0.0,10,612.3299999999999,13,14,1815,133296.73,18
0,0.0,0,0.0,0,0,1477,18119.93,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,36,39,507,36435.6,12
0,0.0,2,408.92,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,33,57,50,6926.48,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,146,534,2376,86940.37,0
0,0.0,0,0.0,4,4,0,0.0,0
11,5373.45,4,1550.0,46,67,222,9274.15,30
1,25.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,6,6,0,0.0,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,79,143,359,11808.55,0
0,0.0,0,0.0,28,39,2408,64735.06,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,7,9,0,0.0,22
0,0.0,20,1131.55,126,279,1699,37518.51,6
0,0.0,94,3582.6400000000003,137,303,4922,163936.96999999997,6
0,0.0,0,0.0,0,0,0,0.0,6
0,0.0,4,248.0,0,0,69,9665.65,0
0,0.0,0,0.0,2,2,19,2850.0,18
0,0.0,0,0.0,1,1,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,24,3114.0,27,29,2174,91309.44,0
3,1287.1799999999998,52,4596.0,103,482,1283,47315.88,12
0,0.0,14,425.7,37,40,238,7694.4400000000005,30
0,0.0,0,0.0,22,27,134,1232.3700000000001,6
0,0.0,0,0.0,1,1,0,0.0,12
0,0.0,10,1341.1200000000003,50,71,341,1354.5700000000002,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,26,209.36,0
0,0.0,0,0.0,6,6,0,0.0,0
0,0.0,0,0.0,7,7,0,0.0,0
0,0.0,1,14.14,82,114,565,20418.87,0
1,617.0,0,0.0,60,81,1967,35505.61,0
0,0.0,0,0.0,13,22,0,0.0,10
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,51,58,0,0.0,12
14,8526.8,0,0.0,63,98,827,45084.7,12
0,0.0,11,312.34000000000003,14,18,294,3169.91,36
0,0.0,0,0.0,0,0,60,2868.0,0
0,0.0,0,0.0,7,11,78,2547.05,9
0,0.0,0,0.0,8,8,0,0.0,12
0,0.0,0,0.0,23,27,4,304.2,12
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,6,6,0,0.0,0
0,0.0,2,30.0,17,18,278,5968.28,6
0,0.0,0,0.0,0,0,2,8.52,0
11,1856.21,12,124.92999999999999,96,221,1407,20703.25,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,1,1,0,0.0,6
0,0.0,0,0.0,10,13,0,0.0,10
1,5640.52,0,0.0,13,15,0,0.0,12
0,0.0,0,0.0,45,83,557,136802.51,0
0,0.0,0,0.0,0,0,47,1784.42,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
1,3500.0,0,0.0,36,54,0,0.0,16
1,3000.0,0,0.0,13,19,0,0.0,8
0,0.0,4,531.14,96,163,846,41660.18,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,34,62,0,0.0,2
0,0.0,1,27.0,36,47,618,41342.0,0
0,0.0,2,130.0,101,185,2572,81765.65,6
0,0.0,0,0.0,19,28,0,0.0,0
0,0.0,49,5404.72,71,85,1073,69684.43000000001,6
6,1374.8600000000001,34,1832.5500000000002,33,37,806,32142.300000000003,12
0,0.0,9,612.17,1,1,0,0.0,0
0,0.0,0,0.0,1,1,0,0.0,0
0,0.0,0,0.0,62,72,1182,45067.600000000006,0
11,2880.6000000000004,14,1880.67,42,64,0,0.0,12
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,12
0,0.0,6,30.0,20,20,0,0.0,0
0,0.0,2,250.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,404,7089.08,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,125,232,774,28954.33,30
0,0.0,8,521.97,59,97,2027,80033.86,0
0,0.0,0,0.0,0,0,60,1179.5500000000002,0
0,0.0,0,0.0,2,3,0,0.0,12
4,4654.55,0,0.0,44,59,997,50515.270000000004,0
0,0.0,0,0.0,47,62,0,0.0,2
0,0.0,0,0.0,1,1,0,0.0,0
0,0.0,8,543.0,45,59,1250,53104.59999999999,12
0,0.0,68,3538.76,17,18,506,57365.93,0
0,0.0,0,0.0,0,0,0,0.0,0
3,1353.0,2,61.07,99,145,956,31081.559999999998,6
0,0.0,54,2393.3199999999997,96,255,1248,31882.6,0
0,0.0,18,6541.400000000001,17,20,573,12954.43,0
0,0.0,39,2300.65,2,2,686,14095.619999999999,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,21,21,0,0.0,54
0,0.0,0,0.0,2,3,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,14,15,14,2228.51,12
0,0.0,1,29.48,47,58,1350,35958.88,6
0,0.0,0,0.0,0,0,0,0.0,0
2,200.0,0,0.0,10,13,0,0.0,6
0,0.0,0,0.0,0,0,0,0.0,0
6,20299.02,0,0.0,19,20,765,31136.49,0
0,0.0,0,0.0,0,0,103,6153.31,0
0,0.0,0,0.0,0,0,3840,107717.55,0
0,0.0,38,2699.06,36,46,7209,142693.32,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,55,69,1050,58631.93,0
2,511.15,0,0.0,35,43,1406,20654.260000000002,0
1,930.0,6,734.64,72,110,1452,66148.37,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,3,282.0,49,73,783,37031.26,77
0,0.0,0,0.0,26,36,0,0.0,0
0,0.0,0,0.0,22,24,0,0.0,10
0,0.0,0,0.0,0,0,685,30833.61,0
0,0.0,13,972.71,60,367,481,7560.84,0
0,0.0,0,0.0,0,0,19,438.64,0
0,0.0,5,215.76,0,0,1,10.0,0
0,0.0,0,0.0,24,31,0,0.0,64
0,0.0,0,0.0,1,1,0,0.0,12
0,0.0,0,0.0,0,0,0,0.0,0
7,617.86,13,403.38,99,166,1078,49737.12,24
0,0.0,11,861.77,103,184,1618,22753.92,12
0,0.0,0,0.0,0,0,0,0.0,30
0,0.0,1,7.5,5,8,0,4.41,0
0,0.0,0,0.0,0,0,306,8302.18,0
0,0.0,0,0.0,23,26,0,0.0,12
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,46,62,260,4537.61,12
0,0.0,0,0.0,58,62,813,33774.67,0
0,0.0,6,432.0,46,59,1740,74095.9,0
0,0.0,0,0.0,0,0,0,0.0,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,31,60,333,2435.55,0
0,0.0,0,0.0,12,17,3,112.6,12
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,187,5632.469999999999,0
0,0.0,15,1088.0,41,50,1256,56738.149999999994,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,65,131,661,22213.92,6
6,2331.3,106,6569.09,67,124,3870,101530.97,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,7,838.95,78,104,1588,153690.77,0
0,0.0,6,756.25,62,112,493,22196.15,6
0,0.0,0,0.0,2,5,98,849.82,5
0,0.0,0,0.0,65,108,622,17636.67,0
0,0.0,0,0.0,24,25,219,7736.39,0
0,0.0,0,0.0,12,15,682,11280.9,0
6,1897.43,0,0.0,78,155,773,13988.02,0
0,0.0,2,20.0,66,133,592,8376.490000000009,6
0,0.0,50,7188.0599999999995,77,134,743,-3400.2599999999998,18
0,0.0,4,270.11,0,0,642,8442.24,0
0,0.0,0,0.0,17,20,0,0.0,12
0,0.0,14,138.08999999999997,43,89,8,-220.26999999999998,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
1,5394.49,14,2741.38,44,69,1151,45005.53,5
1,25.0,0,0.0,3,3,1,125.0,6
1,100.0,4,260.0,26,32,607,13566.729999999989,10
1,512.0,13,1760.52,32,64,47,1205.49,0
0,0.0,0,0.0,13,13,0,0.0,8
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,1,1,0,0.0,0
0,0.0,0,0.0,9,10,0,0.0,12
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,63,3272.6800000000003,99,164,3331,45838.27,6
1,10.0,0,0.0,0,0,0,0.0,0
0,0.0,34,2320.3,143,379,2548,73510.73,5
0,0.0,0,0.0,36,44,132,5228.5599999999995,12
0,0.0,11,86.37,72,115,634,14610.58,36
0,0.0,0,0.0,101,199,2570,124834.75,6
0,0.0,14,310.20000000000005,118,266,1711,36199.63,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,4,70.4,14,18,48,522.21,6
0,0.0,0,0.0,49,84,0,0.0,12
0,0.0,0,0.0,0,0,0,0.0,0
2,1700.0,3,1451.73,0,0,0,0.0,0
1,431.84,102,3958.8500000000004,109,153,1235,15294.03,12
1,176.85,37,6533.48,22,31,876,53760.22,0
3,2758.47,9,10369.119999999999,21,39,0,0.0,12
0,0.0,14,232.06,25,28,0,0.0,0
0,0.0,0,0.0,30,39,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
3,46.73,0,0.0,16,20,0,0.0,12
2,1215.24,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,15,18,0,0.0,6
0,0.0,0,0.0,7,9,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,9,632.0,0,0,0,0.0,0
0,0.0,0,0.0,3,3,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,66,78,0,0.0,0
0,0.0,0,0.0,1,1,0,0.0,0
3,1721.39,18,597.4000000000001,10,15,1,15.0,12
0,0.0,3,635.0,72,98,716,20689.49,0
0,0.0,18,798.4800000000001,0,0,1329,64482.78,42
0,0.0,0,0.0,1,7,0,0.0,0
2,1651.42,1,200.0,13,21,1262,49603.21,0
2,2104.06,42,1320.8600000000001,72,93,2356,91813.36,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,11,11,34,1185.6,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,11,15,138,711.58,0
0,0.0,26,3896.8700000000003,75,101,75,1156.78,18
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,396,28183.230000000003,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,10,833.93,80,140,675,15236.25,0
0,0.0,0,0.0,0,0,0,0.0,0
21,4677.79,6,95.36,97,176,0,0.0,12
0,0.0,0,0.0,20,22,2,3410.0,24
4,2653.58,2052,66650.20000000001,139,980,10395,295272.06,0
0,0.0,1,2.0,0,0,0,0.0,0
12,15009.810000000001,0,0.0,11,11,0,0.0,0
0,0.0,0,0.0,0,0,29,623.2099999999999,0
0,0.0,0,0.0,0,0,0,0.0,6
0,0.0,0,0.0,13,15,398,50349.350000000006,5
3,468.53,13,606.5799999999999,30,38,1835,82038.40000000001,0
0,0.0,16,2954.16,42,50,3054,132042.89,12
0,0.0,0,0.0,4,4,0,0.0,24
66,21699.77,10,1106.19,45,50,84,21700.47,12
5,1865.07,39,5687.7,116,215,575,38367.42,6
1,75.0,21,588.8899999999999,119,240,3229,38270.22,6
0,0.0,0,0.0,13,20,122,1949.8199999999997,5
0,0.0,0,0.0,13,16,0,0.0,0
0,0.0,0,0.0,4,4,0,0.0,6
1,2500.0,8,601.13,78,113,2074,62935.340000000004,0
0,0.0,0,0.0,0,0,273,8748.369999999999,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,16,19,179,7393.11,0
0,0.0,0,0.0,4,4,1,-2.08999999999999,0
0,0.0,0,0.0,55,74,53,6464.05,0
0,0.0,52,2898.0299999999997,38,50,976,50332.100000000006,12
11,9745.2,33,1905.37,108,184,2486,53326.76,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,61,72,357,16322.87,0
0,0.0,6,756.25,123,327,2405,64229.880000000005,0
0,0.0,0,0.0,6,6,0,0.0,12
0,0.0,16,587.0,66,102,1493,23432.0,12
0,0.0,0,0.0,63,86,1165,88250.28000000001,6
0,0.0,12,1435.0,46,105,337,18832.89,0
2,300.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,5,5,0,0.0,0
0,0.0,0,0.0,17,23,238,100970.68,8
0,0.0,10,435.05999999999995,0,0,819,11664.94,0
0,0.0,1,5.0,60,66,1956,63328.46,6
0,0.0,1,108.08,5,6,1,-31.43,0
0,0.0,23,5513.58,8,14,562,-8608.21,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,27,1350.6299999999999,92,169,997,34259.340000000004,0
2,50.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,354,8858.619999999999,0
1,2000.0,0,0.0,12,17,0,0.0,0
0,0.0,0,0.0,0,0,37,10255.24,0
4,500.0,123,2668.67,72,132,1182,75411.62,6
1,0.85,4,100.0,139,491,2179,98157.16,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,30,5908.12,141,510,2692,117154.37,18
15,1616.56,9,314.05,83,170,1063,19679.64,0
2,550.0,3,60.0,0,0,657,4184.84,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,34,49,0,0.0,8
0,0.0,0,0.0,120,362,2368,82036.76000000001,1
0,0.0,1,10.92,34,79,73,1933.25,0
4,3140.8,9,2224.52,11,14,399,25940.32,0
0,0.0,0,0.0,29,41,111,1327.44,0
0,0.0,0,0.0,0,0,0,0.0,0
4,9083.86,51,2395.01,57,97,1701,65143.86000000001,0
17,11773.0,0,0.0,68,144,3877,77721.56999999999,0
0,0.0,1,15.0,0,0,26,1022.22,0
0,0.0,108,10120.07,0,0,710,67251.79000000001,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,26,1325.32,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,58,74,2912,90857.16,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,36,43,185,11311.82,18
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
3,321.65999999999997,20,1265.0,48,60,2253,82237.76,6
0,0.0,0,0.0,0,0,851,29931.81,0
0,0.0,0,0.0,0,0,10,2600.0,0
0,0.0,2,419.4,48,68,619,43813.53,24
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,43,10587.169999999998,0
0,0.0,0,0.0,49,59,1316,74182.83,6
0,0.0,19,2425.73,0,0,1299,93573.91,0
0,0.0,0,0.0,0,0,0,0.0,12
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,146,195,1300,26730.94,12
0,0.0,0,0.0,21,24,0,0.0,0
9,3901.25,8,1139.5,0,0,1368,54558.43,0
0,0.0,0,0.0,0,0,435,21687.85,0
1,400.0,15,3966.0,33,51,14,2450.0,36
0,0.0,0,0.0,0,0,38,37.62,18
0,0.0,1,9.75,0,0,115,2975.36,0
0,0.0,0,0.0,0,0,17,10169.74,0
0,0.0,16,961.1,23,48,54,587.73,30
28,46180.59,27,1881.83,60,75,1601,56575.32,0
2,8865.04,34,1081.0,87,139,0,0.0,12
0,0.0,41,5503.59,44,51,1452,70873.53,6
1,50.0,4,603.02,37,42,21,343.75,24
6,440.0,79,8773.960000000001,21,29,1636,64837.99,5
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,494,38701.41,0
3,642.83,25,3561.31,44,57,16,2599.0,12
1,322.77,18,6972.0,0,0,4,33.32,0
0,0.0,0,0.0,20,24,0,0.0,30
0,0.0,49,2775.98,0,0,201,6775.8099999999995,0
0,0.0,0,0.0,53,67,1227,60127.71,18
0,0.0,7,1895.1100000000001,43,56,2662,57220.950000000004,12
0,0.0,0,0.0,0,0,0,0.0,0
2,1235.0,2,557.16,14,16,457,12363.41,6
0,0.0,0,0.0,0,0,0,0.0,0
8,1215.97,31,3598.08,97,174,1346,50906.86,84
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,1,2,0,0.0,0
11,5558.8099999999995,64,6353.070000000001,0,0,1065,51255.62,0
0,0.0,17,1444.8700000000001,81,165,2183,59449.58,0
0,0.0,2,98.95,114,166,2702,89935.86,0
48,41694.11,7,2740.0,134,410,-96,-43490.0,12
0,0.0,6,330.0,5,5,0,0.0,6
3,177.37,26,939.6999999999999,83,122,2517,78700.04999999999,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,10,1367.8400000000001,12,14,525,24857.68,18
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
2,125.0,41,787.77,138,273,1534,47446.03,12
2,720.69,48,10094.26,139,379,1556,241935.69,5
0,0.0,35,16059.52,59,78,349,17628.88,12
0,0.0,0,0.0,95,158,352,15588.000000000002,6
0,0.0,0,0.0,12,15,0,0.0,12
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,103,2717.2500000000005,118,220,2572,113749.48999999999,0
0,0.0,34,1101.97,69,158,746,9535.53,30
8,4874.29,1,150.0,27,29,0,0.0,12
13,17215.0,6,7450.0,19,28,1553,122613.66,0
0,0.0,0,0.0,0,0,4,70.44,0
8,29761.320000000003,0,0.0,76,100,0,0.0,14
0,0.0,0,0.0,0,0,0,0.0,18
0,0.0,0,0.0,8,9,153,1890.46,12
1,159.46,8,215.0,47,61,0,0.0,48
0,0.0,21,1442.0,85,201,1064,26402.7,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,56,2826.09,94,134,3917,85628.75,0
0,0.0,0,0.0,0,0,0,0.0,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,51,60,2429,60917.240000000005,0
0,0.0,35,3093.3199999999997,80,116,2026,87934.43999999999,6
0,0.0,4,5.67,88,194,9,28.73,0
0,0.0,0,0.0,7,8,199,12721.75,3
5,1347.08,0,0.0,48,80,367,20162.24,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,191,7923.59,0
1,30.0,2,100.0,4,8,35,772.200000000001,0
0,0.0,0,0.0,20,25,312,3326.55,6
0,0.0,0,0.0,25,27,0,0.0,0
0,0.0,28,2274.8199999999997,53,94,264,34473.57,6
0,0.0,49,3404.08,135,423,1927,88454.76999999999,12
0,0.0,0,0.0,22,32,0,0.0,12
0,0.0,0,0.0,1,1,0,0.0,6
0,0.0,0,0.0,22,34,0,0.0,12
3,5836.5599999999995,5,1468.0,27,35,614,52159.32,6
1,15.0,41,814.1899999999999,61,180,678,11747.68,12
0,0.0,0,0.0,3,3,0,0.0,0
2,75.0,0,0.0,51,80,969,8740.289999999999,0
3,229.48,18,3924.56,62,93,2450,93083.37,12
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,18,20,0,0.0,12
0,0.0,0,0.0,0,0,121,8920.91,0
0,0.0,21,1498.4,44,59,644,17056.14,12
0,0.0,0,0.0,21,33,1,805.97,10
0,0.0,0,0.0,0,0,569,14940.97,0
1,246.5,1,16.06,77,146,1126,25179.760000000002,5
0,0.0,0,0.0,47,60,0,0.0,0
1,43.05,54,1752.08,102,183,2988,64734.11,12
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,9,580.16,59,101,881,25974.690000000002,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,142,1095.6999999999998,0
0,0.0,0,0.0,110,275,1582,31256.3,0
0,0.0,0,0.0,21,25,0,0.0,14
0,0.0,0,0.0,5,7,0,0.0,0
1,462.04,67,1636.52,77,188,434,4669.490000000001,0
4,1735.07,189,16131.2,67,77,2043,97633.04999999999,0
4,505.03999999999996,6,2541.0,47,62,0,0.0,24
0,0.0,0,0.0,0,0,0,0.0,12
0,0.0,0,0.0,17,29,0,0.0,32
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,30,30,0,0.0,0
0,0.0,7,3558.7300000000005,56,74,1256,54008.8,0
0,0.0,0,0.0,0,0,52,1664.4,0
0,0.0,0,0.0,54,60,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,18,1831.0900000000001,0,0,1780,69889.51,0
0,0.0,0,0.0,0,0,3,255.08,0
0,0.0,39,4316.18,89,117,0,0.0,18
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
4,4446.32,0,0.0,62,69,78,5295.93,30
18,30824.43,2,191.0,67,87,1,10.0,4
0,0.0,0,0.0,9,16,0,0.0,9
3,225.82000000000002,19,1286.77,7,8,361,31339.69,36
1,420.0,0,0.0,119,188,3762,68050.92,24
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,13,14,0,0.0,12
0,0.0,0,0.0,1,1,0,0.0,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,1,43.72,10,10,579,91593.36,18
9,15178.56,0,0.0,4,4,201,9065.7,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,3611,142620.80000000002,6
8,5026.139999999999,18,3345.13,3,3,0,0.0,6
0,0.0,9,1059.81,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,139,408,1215,17755.78,30
0,0.0,0,0.0,97,171,1530,96458.48999999999,36
0,0.0,0,0.0,0,0,66,8507.970000000001,0
0,0.0,9,607.6899999999999,98,516,479,14780.64,0
0,0.0,18,1611.17,24,27,2718,64441.270000000004,0
0,0.0,1,10.0,9,9,78,2291.2,0
1,250.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,6
0,0.0,8,1093.2199999999998,19,23,0,0.0,12
0,0.0,0,0.0,53,73,1124,105135.15,12
0,0.0,0,0.0,9,11,0,0.0,108
0,0.0,28,2995.75,120,197,1954,100467.44,18
0,0.0,0,0.0,32,33,639,70134.59,0
5,6000.0,0,0.0,10,14,0,0.0,6
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
2,650.0,68,9130.460000000001,24,38,1325,44965.99,12
0,0.0,28,1770.0300000000002,0,0,3440,26016.159999999996,0
0,0.0,4,160.0,105,296,2120,37784.93,18
0,0.0,0,0.0,16,16,0,0.0,16
2,7050.0,33,1619.3400000000001,0,0,1511,49323.47,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,32,2243.8599999999997,74,118,1913,65888.62,6
0,0.0,0,0.0,13,16,0,0.0,12
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,95,168,1817,58570.70000000001,0
2,2339.99,15,3780.0,66,112,819,22389.25,0
1,1000.0,24,6962.37,66,91,445,23790.24,6
0,0.0,0,0.0,42,53,206,5564.79,6
2,278.99,0,0.0,0,0,0,0.0,0
0,0.0,9,638.15,46,69,275,3231.6500000000005,6
0,0.0,0,0.0,0,0,298,11534.17,0
1,34.47,3,207.23000000000002,143,542,1850,64601.06,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,5,5,0,0.0,24
0,0.0,0,0.0,26,31,0,0.0,12
1,2000.0,8,608.94,41,50,113,1211.39,12
0,0.0,17,810.65,1,1,1096,13573.599999999999,1
3,170.0,0,0.0,0,0,0,0.0,0
3,71.98,0,0.0,18,28,0,0.0,15
0,0.0,1,25.0,27,30,1865,23843.37,6
0,0.0,0,0.0,65,138,1393,26297.340000000004,12
0,0.0,0,0.0,0,0,142,1237.6000000000001,0
0,0.0,0,0.0,0,0,1020,5004.650000000001,0
0,0.0,0,0.0,106,162,755,38790.86,12
2,700.0,43,2143.96,148,429,3855,71181.62000000001,6
0,0.0,0,0.0,63,136,0,0.0,84
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,114,115,0,0.0,18
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,9,485.8,29,36,432,12971.73,0
0,0.0,0,0.0,0,0,185,3805.6200000000003,0
0,0.0,14,795.0,23,29,201,5459.42,12
0,0.0,0,0.0,33,44,0,0.0,24
0,0.0,0,0.0,37,57,564,8007.3099999999995,0
0,0.0,0,0.0,16,18,0,0.0,0
0,0.0,0,0.0,67,129,0,0.0,0
0,0.0,0,0.0,7,11,170,1949.04,0
0,0.0,0,0.0,0,0,0,0.0,0
0,0.0,0,0.0,19,20,0,0.0,40
0,0.0,0,0.0,0,0,62,2788.0,0
